iter	Logloss
0	0.6331703426
1	0.5831841107
2	0.5354955936
3	0.4883150665
4	0.4512364843
5	0.403043398
6	0.3625019582
7	0.3316905447
8	0.3036592864
9	0.2747222317
10	0.2502406417
11	0.2312989821
12	0.2118005469
13	0.1937413293
14	0.173973473
15	0.1593248539
16	0.1459092641
17	0.1336602144
18	0.1222853497
19	0.1135902049
20	0.1048283334
21	0.09669422485
22	0.08944544975
23	0.08231960068
24	0.075490787
25	0.06896331194
26	0.06414794534
27	0.05858837167
28	0.05445689691
29	0.05043853599
30	0.04685304465
31	0.04348345956
32	0.04072760945
33	0.03775612923
34	0.03497586047
35	0.03272619225
36	0.03044133398
37	0.028608125
38	0.02669479482
39	0.0250772767
40	0.0232739097
41	0.02182939092
42	0.0204199433
43	0.01916033467
44	0.01793211559
45	0.01666770479
46	0.01581053199
47	0.01490943407
48	0.0140449809
49	0.01333243229
50	0.01263892844
51	0.01196876297
52	0.01144071918
53	0.0108111159
54	0.01031119945
55	0.009785488739
56	0.009271027517
57	0.008831420473
58	0.008416946798
59	0.008044927098
60	0.007692541408
61	0.007323135996
62	0.007125775208
63	0.006854588607
64	0.006515276104
65	0.006149790111
66	0.005908537765
67	0.005704389241
68	0.005438467039
69	0.005239569215
70	0.005022453811
71	0.004842776665
72	0.004630504091
73	0.004446416413
74	0.004276194822
75	0.004140161168
76	0.003979555595
77	0.003827927081
78	0.003724151526
79	0.003583415749
80	0.003463971462
81	0.003374210236
82	0.003292217106
83	0.003176968541
84	0.003076841244
85	0.003004130467
86	0.002926897734
87	0.002829613309
88	0.002737146533
89	0.002654592687
90	0.002585346018
91	0.002523875776
92	0.002481278014
93	0.002417182919
94	0.00235626717
95	0.002296997282
96	0.002246576037
97	0.002203574718
98	0.002149860202
99	0.002109078957
100	0.002052395053
101	0.001994778397
102	0.001938567824
103	0.001898838774
104	0.001859184757
105	0.00181367069
106	0.001775563168
107	0.001725032414
108	0.001692237467
109	0.001659652184
110	0.001632876061
111	0.001576448183
112	0.001541255221
113	0.001506448372
114	0.00147746325
115	0.001448913418
116	0.001422221007
117	0.001394195938
118	0.001362307476
119	0.0013453129
120	0.00132517788
121	0.001302059751
122	0.001282459521
123	0.001258820088
124	0.001234572622
125	0.001216125287
126	0.001193260117
127	0.001174478913
128	0.001152450066
129	0.001124359063
130	0.001115008917
131	0.0010956277
132	0.001080005067
133	0.001061757266
134	0.001046721619
135	0.00103556773
136	0.001020038978
137	0.001004508446
138	0.0009843054937
139	0.000966888433
140	0.0009532378502
141	0.0009379619119
142	0.000923025063
143	0.0009048997122
144	0.0008924105445
145	0.0008811164158
146	0.0008706232173
147	0.0008592615715
148	0.0008473476297
149	0.0008354097968
150	0.0008276274674
151	0.0008177899863
152	0.0008177879287
153	0.0008068012848
154	0.0007944369837
155	0.0007819343334
156	0.0007686991733
157	0.000763176648
158	0.0007541006243
159	0.0007461200681
160	0.0007373621545
161	0.0007268800751
162	0.0007174554385
163	0.0007092812838
164	0.0007065372329
165	0.0006977975542
166	0.0006897195387
167	0.0006897159033
168	0.0006817322893
169	0.0006745505519
170	0.0006745465135
171	0.0006745365064
172	0.0006671704554
173	0.0006671641694
174	0.0006580835859
175	0.0006580784192
176	0.0006580784192
177	0.000650322647
178	0.0006503246605
179	0.0006503183908
180	0.0006502959136
181	0.0006502899914
182	0.00064220996
183	0.0006338851622
184	0.0006338798936
185	0.0006270206572
186	0.0006185549967
187	0.0006099079671
188	0.0006098916324
189	0.000609889751
190	0.000609889751
191	0.0006098781384
192	0.0006098712152
193	0.0006098605269
194	0.0006098672763
195	0.0006098604991
196	0.0006098547923
197	0.0006098514352
198	0.0006098458997
199	0.0006098283788
200	0.000609818995
201	0.000609818995
202	0.0006016505454
203	0.0006016429875
204	0.0005904604264
205	0.0005904533318
206	0.0005831359098
207	0.0005831479883
208	0.0005831422839
209	0.000583138549
210	0.00058313765
211	0.0005831282107
212	0.0005831254858
213	0.0005761439935
214	0.0005761439935
215	0.0005761392413
216	0.0005761392413
217	0.0005761291069
218	0.0005761453837
219	0.0005761455852
220	0.0005761151169
221	0.000576105038
222	0.0005683837309
223	0.0005599848876
224	0.0005599865397
225	0.0005599682054
226	0.000552994714
227	0.000552994714
228	0.0005529856174
229	0.000552986257
230	0.0005529752514
231	0.0005529752514
232	0.0005529700659
233	0.000545650561
234	0.0005456567337
235	0.0005456319974
236	0.0005456475489
237	0.0005456398172
238	0.0005456398172
239	0.000538802212
240	0.000538802212
241	0.0005387900454
242	0.0005376448191
243	0.0005376621964
244	0.0005376435423
245	0.0005376520017
246	0.0005376470202
247	0.0005376514502
248	0.0005376394043
249	0.0005376361279
250	0.0005376381577
251	0.0005376277011
252	0.0005376190426
253	0.0005376190426
254	0.0005376295849
255	0.0005376250668
256	0.0005376250668
257	0.0005376195313
258	0.0005376203447
259	0.0005376203447
260	0.0005376108451
261	0.0005376096311
262	0.00053760572
263	0.0005375982477
264	0.0005376000132
265	0.0005376000132
266	0.0005376062992
267	0.000537597059
268	0.000537601086
269	0.0005375820011
270	0.0005324112752
271	0.0005324062056
272	0.0005324073666
273	0.0005323890901
274	0.0005323997483
275	0.0005324015137
276	0.0005323949984
277	0.0005323898105
278	0.00053239656
279	0.0005247976221
280	0.0005247921772
281	0.000524785657
282	0.0005187100966
283	0.0005186981038
284	0.0005187087921
285	0.0005187015817
286	0.0005187054047
287	0.0005186924574
288	0.0005186688519
289	0.0005186688519
290	0.0005186657264
291	0.0005186744127
292	0.0005186618732
293	0.0005109740791
294	0.0005109756708
295	0.0005109662618
296	0.0005109630457
297	0.0005109609001
298	0.0005109609001
299	0.0005109719106
300	0.0005109658538
301	0.0005109405987
302	0.0005109530223
303	0.0005109585578
304	0.0005109490557
305	0.0005109490557
306	0.0005109617387
307	0.0005109470284
308	0.0005109428578
309	0.0005109410042
310	0.0005109410042
311	0.0005109416716
312	0.0005109217153
313	0.0005109109691
314	0.0005109109691
315	0.0005035375617
316	0.0005035301751
317	0.0005035328674
318	0.0005035328674
319	0.0005035348368
320	0.0005035359676
321	0.0005035244104
322	0.00050350321
323	0.000503518618
324	0.0005035204136
325	0.0005035156059
326	0.0005035093802
327	0.0005034959997
328	0.000503494
329	0.0005034947808
330	0.0005034992434
331	0.0005034840949
332	0.0005034900032
333	0.0005034778391
334	0.0005034746532
335	0.0005034741319
336	0.0005034747666
337	0.0005034690068
338	0.0005034737289
339	0.0005034553945
340	0.0005034645164
341	0.0005034599127
342	0.0005034635619
343	0.0005034479198
344	0.0005034573061
345	0.0005034546693
346	0.0005034550168
347	0.0005034500076
348	0.0005034500076
349	0.0005034500076
350	0.0005034458068
351	0.0005034410872
352	0.0005034454315
353	0.0005034292983
354	0.0005034518889
355	0.0005034298776
356	0.0005034367404
357	0.0005034367404
358	0.0005034302251
359	0.0005034264298
360	0.0005034279383
361	0.0005034204938
362	0.0005034082138
363	0.0005033996409
364	0.0005034039575
365	0.000503345222
366	0.0005033409634
367	0.0005033277566
368	0.0005033277566
369	0.0005033194986
370	0.0005033133635
371	0.0005033206318
372	0.0005033024737
373	0.0005033024737
374	0.000503304816
375	0.0005033054254
376	0.0005032890605
377	0.000503304209
378	0.000503304209
379	0.0005023686394
380	0.0005023679769
381	0.0005023657733
382	0.0005023687878
383	0.000502364295
384	0.0005023504812
385	0.0005023544225
386	0.0005023660907
387	0.0005023448903
388	0.0005023291071
389	0.0005023417648
390	0.0005023417648
391	0.000502335912
392	0.000502346832
393	0.0005023372165
394	0.0005023260069
395	0.0005023260069
396	0.0005023188846
397	0.0005023109465
398	0.0005023109465
399	0.0005023109465
400	0.0005023109465
401	0.0005023109465
402	0.000494623442
403	0.0004946200245
404	0.0004946098877
405	0.0004946176773
406	0.0004946177099
407	0.0004946088426
408	0.0004946142018
409	0.0004946033699
410	0.0004946079182
411	0.0004945884556
412	0.0004945904552
413	0.0004945782886
414	0.0004945782886
415	0.0004945753092
416	0.0004945884858
417	0.0004945884858
418	0.0004945745235
419	0.0004945626514
420	0.0004945698063
421	0.0004945698063
422	0.0004945698063
423	0.0004945564233
424	0.000494571456
425	0.0004945466365
426	0.0004945490946
427	0.0004945407258
428	0.0004945281259
429	0.0004945359458
430	0.0004945359458
431	0.0004945512982
432	0.0004945358299
433	0.0004945373082
434	0.0004945390182
435	0.0004945274888
436	0.000494523842
437	0.0004945208576
438	0.0004945211726
439	0.0004945172965
440	0.0004945001484
441	0.000494497368
442	0.0004945014227
443	0.0004944962976
444	0.0004945001484
445	0.0004944905329
446	0.000494487405
447	0.0004944873169
448	0.0004944873169
449	0.0004944734754
450	0.0004944910844
451	0.0004944785727
452	0.0004944688414
453	0.000494490072
454	0.0004944617469
455	0.0004944705791
456	0.0004944663229
457	0.0004944663229
458	0.0004944621499
459	0.0004944621499
460	0.0004944594299
461	0.0004871948579
462	0.0004871915562
463	0.000487176176
464	0.0004871793618
465	0.0004871793618
466	0.0004807116049
467	0.0004807144709
468	0.0004807035534
469	0.0004806997568
470	0.0004807035232
471	0.0004807035232
472	0.0004807007163
473	0.0004806916486
474	0.0004806802954
475	0.0004806802954
476	0.0004806891301
477	0.0004736633558
478	0.0004736519724
479	0.0004736398396
480	0.0004736280206
481	0.0004736451422
482	0.0004679243501
483	0.0004679243501
484	0.0004679243501
485	0.0004679065672
486	0.0004679129365
487	0.0004679039003
488	0.0004679098954
489	0.0004679099256
490	0.0004679110552
491	0.0004679093778
492	0.0004679215395
493	0.0004679077836
494	0.0004679057261
495	0.000467899498
496	0.0004678875668
497	0.0004678875668
498	0.0004678932119
499	0.0004618826849
500	0.0004618980337
501	0.0004618980337
502	0.0004618806841
503	0.0004618677379
504	0.0004618677379
505	0.0004560519508
506	0.0004560519508
507	0.0004560497231
508	0.0004560497231
509	0.0004560627272
510	0.0004560363136
511	0.0004560500984
512	0.0004560500984
513	0.0004560379934
514	0.0004560263216
515	0.0004560188204
516	0.0004560188204
517	0.0004560334765
518	0.0004560334765
519	0.0004560151977
520	0.0004560254817
521	0.0004560254817
522	0.0004560254817
523	0.0004560154306
524	0.0004560082479
525	0.0004560189362
526	0.0004560171695
527	0.0004560076964
528	0.0004560076964
529	0.000456008394
530	0.000456008394
531	0.0004560116667
532	0.0004559996763
533	0.0004560054965
534	0.0004559894224
535	0.000455986496
536	0.0004559824425
537	0.0004559703363
538	0.0004559809667
539	0.000455979807
540	0.0004559602864
541	0.000455968455
542	0.0004559871055
543	0.0004559500338
544	0.0004559500338
545	0.0004559661404
546	0.0004559661404
547	0.0004559661404
548	0.0004559661404
549	0.0004559542622
550	0.0004559501496
551	0.0004559427063
552	0.0004559705668
553	0.0004559439819
554	0.0004559473125
555	0.0004559473125
556	0.0004559473125
557	0.0004559495728
558	0.0004559495728
559	0.000455938304
560	0.0004559427642
561	0.0004559427642
562	0.0004559324851
563	0.0004559315281
564	0.0004559187255
565	0.0004559215626
566	0.0004559201761
567	0.0004559275892
568	0.0004559107609
569	0.0004559303117
570	0.0004559303117
571	0.0004559098366
572	0.0004559098366
573	0.0004559174814
574	0.0004559174814
575	0.0004559281383
576	0.0004559281383
577	0.0004559281383
578	0.0004559215361
579	0.000455899176
580	0.0004558974093
581	0.0004559003345
582	0.000455890491
583	0.000455890491
584	0.0004501783296
585	0.0004501783296
586	0.0004501698714
587	0.0004501698714
588	0.0004501688867
589	0.0004501688867
590	0.0004501618766
591	0.0004501618766
592	0.0004501618766
593	0.0004501626333
594	0.0004501626333
595	0.0004501626333
596	0.0004501626333
597	0.0004501705376
598	0.0004501616739
599	0.0004501616739
600	0.0004501561156
601	0.0004501517096
602	0.000450137751
603	0.0004501489607
604	0.0004501489607
605	0.0004501335527
606	0.0004501335527
607	0.0004501335527
608	0.0004501335527
609	0.0004501335527
610	0.0004501415174
611	0.0004501382434
612	0.0004501124682
613	0.0004501138596
614	0.0004501165229
615	0.0004501175656
616	0.0004501151327
617	0.0004501029396
618	0.0004500944259
619	0.0004500944259
620	0.000450090919
621	0.000450090919
622	0.0004500838824
623	0.0004500838824
624	0.0004500838824
625	0.0004500754822
626	0.0004500754822
627	0.0004500879094
628	0.0004500755099
629	0.0004500709954
630	0.0004500709954
631	0.0004500709954
632	0.0004500814484
633	0.0004500814484
634	0.0004500814484
635	0.0004500814484
636	0.0004500814484
637	0.0004500814484
638	0.0004500631442
639	0.0004500714588
640	0.0004500644198
641	0.0004500644198
642	0.0004500622766
643	0.0004500622766
644	0.0004500622766
645	0.0004500689367
646	0.0004500689367
647	0.0004500562536
648	0.0004500562536
649	0.0004500562536
650	0.000450077337
651	0.0004500631442
652	0.0004500661575
653	0.000450075744
654	0.000450075744
655	0.000450075744
656	0.000450075744
657	0.000450075744
658	0.000450075744
659	0.0004500474744
660	0.0004500477098
661	0.0004500477098
662	0.0004500477098
663	0.0004500349929
664	0.0004500367885
665	0.0004500289398
666	0.0004500289398
667	0.0004500239293
668	0.0004500239293
669	0.0004500239293
670	0.0004500382065
671	0.0004500382065
672	0.0004500382065
673	0.0004500382065
674	0.0004500345886
675	0.0004500345886
676	0.0004500249165
677	0.0004500249165
678	0.0004500249165
679	0.0004500249165
680	0.0004500249165
681	0.0004500262463
682	0.0004500262463
683	0.0004500262463
684	0.0004500262463
685	0.0004500262463
686	0.0004500262463
687	0.0004500262463
688	0.0004500262463
689	0.0004500262463
690	0.0004500262463
691	0.0004500262463
692	0.0004500262463
693	0.0004500262463
694	0.000450009943
695	0.000450009943
696	0.000450009943
697	0.000450009943
698	0.000450009943
699	0.000450009943
700	0.000450009943
701	0.000450009943
702	0.000450009943
703	0.000450009943
704	0.000450009943
705	0.000450009943
706	0.000450009943
707	0.000450009943
708	0.000450009943
709	0.000450009943
710	0.000450009943
711	0.000450009943
712	0.000450009943
713	0.000450009943
714	0.000450009943
715	0.000450009943
716	0.000450009943
717	0.000450009943
718	0.000450009943
719	0.000450009943
720	0.000450009943
721	0.000450009943
722	0.000450009943
723	0.000450009943
724	0.000450009943
725	0.0004500310263
726	0.0004500310263
727	0.0004500310263
728	0.0004500310263
729	0.0004500310263
730	0.0004500310263
731	0.0004500310263
732	0.0004500310263
733	0.0004500310263
734	0.0004500310263
735	0.0004500310263
736	0.0004500310263
737	0.0004500310263
738	0.0004500310263
739	0.0004500310263
740	0.0004500310263
741	0.0004500310263
742	0.0004500310263
743	0.0004500310263
744	0.0004500310263
745	0.0004500310263
746	0.0004500310263
747	0.0004500310263
748	0.0004500310263
749	0.0004500310263
750	0.0004500310263
751	0.0004500310263
752	0.0004500310263
753	0.0004500310263
754	0.0004500310263
755	0.0004500310263
756	0.0004500310263
757	0.0004500310263
758	0.0004500310263
759	0.0004500310263
760	0.0004500310263
761	0.0004500310263
762	0.0004500310263
763	0.0004500310263
764	0.0004500310263
765	0.0004500310263
766	0.0004500310263
767	0.0004500310263
768	0.0004500310263
769	0.0004500310263
770	0.0004500310263
771	0.0004500310263
772	0.0004500310263
773	0.0004500310263
774	0.0004500310263
775	0.0004500310263
776	0.0004500310263
777	0.0004500310263
778	0.0004500310263
779	0.0004500310263
780	0.0004500310263
781	0.0004500310263
782	0.0004500310263
783	0.0004500310263
784	0.0004500310263
785	0.0004500310263
786	0.0004500310263
787	0.0004500310263
788	0.0004500310263
789	0.0004500310263
790	0.0004500310263
791	0.0004500310263
792	0.0004500310263
793	0.0004500310263
794	0.0004500310263
795	0.0004500310263
796	0.0004500310263
797	0.0004500310263
798	0.0004500310263
799	0.0004500310263
800	0.0004500310263
801	0.0004500310263
802	0.0004500310263
803	0.0004500310263
804	0.0004500310263
805	0.0004500310263
806	0.0004500310263
807	0.0004500310263
808	0.0004500310263
809	0.0004500310263
810	0.0004500310263
811	0.0004500310263
812	0.0004500310263
813	0.0004500310263
814	0.0004500310263
815	0.0004500310263
816	0.0004500310263
817	0.0004500310263
818	0.0004500310263
819	0.0004500310263
820	0.0004500310263
821	0.0004500310263
822	0.0004500310263
823	0.0004500310263
824	0.0004500310263
825	0.0004500310263
826	0.0004500310263
827	0.0004500310263
828	0.0004500310263
829	0.0004500310263
830	0.0004500310263
831	0.0004500310263
832	0.0004500310263
833	0.0004500310263
834	0.0004500310263
835	0.0004500310263
836	0.0004500310263
837	0.0004500310263
838	0.0004500310263
839	0.0004500310263
840	0.0004500310263
841	0.0004500310263
842	0.0004500310263
843	0.0004500310263
844	0.0004500310263
845	0.0004500310263
846	0.0004500310263
847	0.0004500310263
848	0.0004500310263
849	0.0004500310263
850	0.0004500310263
851	0.0004500310263
852	0.0004500310263
853	0.0004500310263
854	0.0004500310263
855	0.0004500310263
856	0.0004500310263
857	0.0004500310263
858	0.0004500310263
859	0.0004500310263
860	0.0004500310263
861	0.0004500310263
862	0.0004500310263
863	0.0004500310263
864	0.0004500310263
865	0.0004500310263
866	0.0004500310263
867	0.0004500310263
868	0.0004500310263
869	0.0004500310263
870	0.0004500310263
871	0.0004500310263
872	0.0004500310263
873	0.0004500310263
874	0.0004500310263
875	0.0004500310263
876	0.0004500310263
877	0.0004500310263
878	0.0004500310263
879	0.0004500310263
880	0.0004500310263
881	0.0004500310263
882	0.0004500310263
883	0.0004500310263
884	0.0004500310263
885	0.0004500310263
886	0.0004500310263
887	0.0004500310263
888	0.0004500310263
889	0.0004500310263
890	0.0004500310263
891	0.0004500310263
892	0.0004500310263
893	0.0004500310263
894	0.0004500310263
895	0.0004500310263
896	0.0004500310263
897	0.0004500310263
898	0.0004500310263
899	0.0004500310263
900	0.0004500310263
901	0.0004500310263
902	0.0004500310263
903	0.0004500310263
904	0.0004500310263
905	0.0004500310263
906	0.0004500310263
907	0.0004500310263
908	0.0004500310263
909	0.0004500310263
910	0.0004500310263
911	0.0004500310263
912	0.0004500310263
913	0.0004500310263
914	0.0004500310263
915	0.0004500310263
916	0.0004500310263
917	0.0004500310263
918	0.0004500310263
919	0.0004500310263
920	0.0004500310263
921	0.0004500310263
922	0.0004500310263
923	0.0004500310263
924	0.0004500310263
925	0.0004500310263
926	0.0004500310263
927	0.0004500310263
928	0.0004500310263
929	0.0004500310263
930	0.0004500310263
931	0.0004500310263
932	0.0004500310263
933	0.0004500310263
934	0.0004500310263
935	0.0004500310263
936	0.0004500310263
937	0.0004500310263
938	0.0004500310263
939	0.0004500310263
940	0.0004500310263
941	0.0004500310263
942	0.0004500310263
943	0.0004500310263
944	0.0004500310263
945	0.0004500310263
946	0.0004500310263
947	0.0004500310263
948	0.0004500310263
949	0.0004500310263
950	0.0004500310263
951	0.0004500310263
952	0.0004500310263
953	0.0004500310263
954	0.0004500310263
955	0.0004500310263
956	0.0004500310263
957	0.0004500310263
958	0.0004500310263
959	0.0004500310263
960	0.0004500310263
961	0.0004500310263
962	0.0004500310263
963	0.0004500310263
964	0.0004500310263
965	0.0004500310263
966	0.0004500310263
967	0.0004500310263
968	0.0004500310263
969	0.0004500310263
970	0.0004500310263
971	0.0004500310263
972	0.0004500310263
973	0.0004500310263
974	0.0004500310263
975	0.0004500310263
976	0.0004500310263
977	0.0004500310263
978	0.0004500310263
979	0.0004500310263
980	0.0004500310263
981	0.0004500310263
982	0.0004500310263
983	0.0004500310263
984	0.0004500310263
985	0.0004500310263
986	0.0004500310263
987	0.0004500310263
